% Query:
% SELECT li.name as alg_name, d.name as dataset, e.eid as id, p1.value as param5
% FROM
% dataset d,
% data_property_value dp,
% experiment e,
% learner_application la,
% learner_implementation li,
% learner_parameter_value p1
% WHERE d.did = dp.did and dp.dpid = 9 and dp.value >= 5000 and
% d.did = e.did and la.laid = e.laid and la.liid = li.liid and p1.lpid = 67 and p1.laid = la.laid and
% li.name = "weka.J48"

alg_name,dataset,id,param5
weka.J48,pendigits,273375,2
weka.J48,pendigits,273378,7
weka.J48,pendigits,273379,4
weka.J48,pendigits,273380,8
weka.J48,kropt,294089,8
weka.J48,pendigits,273382,10
weka.J48,pendigits,273383,4
weka.J48,pendigits,273384,5
weka.J48,pendigits,273385,2
weka.J48,pendigits,273389,8
weka.J48,pendigits,273390,4
weka.J48,pendigits,273394,8
weka.J48,pendigits,273395,9
weka.J48,pendigits,273398,4
weka.J48,pendigits,273399,9
weka.J48,pendigits,273400,5
weka.J48,pendigits,273401,5
weka.J48,pendigits,273404,8
weka.J48,pendigits,273406,8
weka.J48,pendigits,273408,3
weka.J48,pendigits,273411,5
weka.J48,pendigits,273412,8
weka.J48,pendigits,273414,2
weka.J48,pendigits,273417,2
weka.J48,pendigits,273421,5
weka.J48,pendigits,273424,8
weka.J48,pendigits,273426,8
weka.J48,pendigits,273428,2
weka.J48,pendigits,273437,3
weka.J48,pendigits,273439,4
weka.J48,pendigits,273441,3
weka.J48,pendigits,273442,6
weka.J48,pendigits,273443,10
weka.J48,pendigits,273444,8
weka.J48,pendigits,273445,7
weka.J48,pendigits,273449,9
weka.J48,pendigits,273451,10
weka.J48,pendigits,273453,9
weka.J48,pendigits,273454,7
weka.J48,pendigits,273455,2
weka.J48,pendigits,273456,5
weka.J48,pendigits,273462,6
weka.J48,pendigits,273465,6
weka.J48,pendigits,273468,10
weka.J48,pendigits,273469,9
weka.J48,pendigits,273470,7
weka.J48,pendigits,273471,2
weka.J48,pendigits,273472,10
weka.J48,pendigits,273477,6
weka.J48,pendigits,273479,6
weka.J48,pendigits,273481,9
weka.J48,pendigits,273483,9
weka.J48,pendigits,273484,2
weka.J48,pendigits,273485,4
weka.J48,pendigits,273486,9
weka.J48,pendigits,273487,7
weka.J48,waveform-5000,290063,8
weka.J48,satimage,294339,4
