% Query:
% SELECT d.name, li.name, ev2.evalue as build_CPU, ev3.evalue as build_mem, ev.evalue as run_CPU, ev4.evalue as run_mem, ev1.evalue as pred_acc
% FROM
% dataset d,
% experiment e,
% learner_application la,
% learner_implementation li,
% evaluation ev,
% evaluation ev1,
% evaluation ev2,
% evaluation ev3,
% evaluation ev4
% WHERE d.did = 6 and
% d.did = e.did and la.laid = e.laid and la.liid = li.liid and
% e.eid = ev.eid and ev2.eid = e.eid and ev3.eid = e.eid and ev4.eid = e.eid and ev2.emiid = 1 and ev3.emiid = 2 and ev4.emiid = 4 and ev.emiid = 3 and ev1.emiid = 6 and e.eid = ev1.eid

@relation query

@attribute name {letter}
@attribute alg_name {weka.DecisionTable,weka.NNge,weka.DecisionStump,weka.SMO,weka.MultilayerPerceptron,weka.MultiBoostAB,weka.ConjunctiveRule,weka.Stacking,weka.J48,weka.Decorate,weka.PART,weka.ZeroR,weka.BayesNet,weka.SimpleLogistic,weka.Logistic,weka.StackingC,weka.AttributeSelectedClassifier,weka.MultiClassClassifier,weka.NaiveBayes,weka.FilteredClassifier,weka.MultiScheme,weka.NaiveBayesUpdateable,weka.Vote,weka.HyperPipes,weka.NBTree,weka.CVParameterSelection,weka.ClassificationViaRegression,weka.LogitBoost,weka.Bagging,weka.IBk,weka.NaiveBayesSimple,weka.IB1,weka.OneR,weka.VFI,weka.RacedIncrementalLogitBoost,weka.LWL,weka.RandomForest,weka.RandomTree,weka.REPTree,weka.JRip,weka.AdaBoostM1,weka.RandomCommittee,weka.OrdinalClassClassifier,weka.LMT}
@attribute build_CPU numeric
@attribute build_mem numeric
@attribute run_CPU numeric
@attribute run_mem numeric
@attribute pred_acc numeric

@data
letter,weka.MultiBoostAB,362.31,1.63298e+08,3270.79,4.42786e+08,0.8397
letter,weka.MultiBoostAB,384,1.63567e+08,3539.48,4.4503e+08,0.8421
letter,weka.MultiBoostAB,311.73,1.66491e+08,2879.56,4.30172e+08,0.83795
letter,weka.MultiBoostAB,315.14,1.67212e+08,2839.39,4.46163e+08,0.8329
letter,weka.MultiBoostAB,390.08,1.66784e+08,3578.24,4.50884e+08,0.83945
letter,weka.MultiBoostAB,315.91,1.63541e+08,2939.17,4.24964e+08,0.84255
letter,weka.MultiBoostAB,330.08,1.6631e+08,2926.58,4.28069e+08,0.8418
letter,weka.MultiBoostAB,311.46,1.67042e+08,2875.32,4.0343e+08,0.83195
letter,weka.MultiBoostAB,322.3,1.66686e+08,2948.14,4.40925e+08,0.83135
letter,weka.MultiBoostAB,316.48,1.67081e+08,2854.88,4.37949e+08,0.8346
letter,weka.MultiBoostAB,318.45,1.65762e+08,3216.98,4.29287e+08,0.842
letter,weka.MultiBoostAB,314.86,1.66576e+08,2944.58,4.05098e+08,0.8416
letter,weka.MultiBoostAB,313.93,1.66444e+08,2827.84,4.32393e+08,0.84115
letter,weka.MultiBoostAB,413.12,1.65105e+08,3562.11,4.41443e+08,0.8444
letter,weka.MultiBoostAB,317.79,1.66364e+08,3267.15,4.24603e+08,0.83765
letter,weka.MultiBoostAB,362.04,1.66651e+08,3309.64,4.22253e+08,0.8387
letter,weka.MultiBoostAB,1069.45,1.71718e+08,11261.6,9.64705e+08,0.9496
letter,weka.MultiBoostAB,1177.7,1.729e+08,11901.6,9.56402e+08,0.94875
letter,weka.MultiBoostAB,641.77,1.70936e+08,6836.05,9.71007e+08,0.9482
letter,weka.MultiBoostAB,1055.34,1.71942e+08,11550.7,9.72236e+08,0.94835
letter,weka.MultiBoostAB,1280.7,1.73214e+08,13704.5,9.39899e+08,0.9497
letter,weka.MultiBoostAB,1076.87,1.7271e+08,11375.2,9.53416e+08,0.9513
letter,weka.MultiBoostAB,692.72,1.73942e+08,7395.04,9.71883e+08,0.9512
letter,weka.MultiBoostAB,694.7,1.71066e+08,7465.38,9.45605e+08,0.94815
letter,weka.MultiBoostAB,1137.42,1.71897e+08,12524.1,9.71428e+08,0.9502
letter,weka.MultiBoostAB,1327.01,1.72442e+08,13341.1,9.75475e+08,0.9502
letter,weka.MultiBoostAB,1396.71,1.7136e+08,14168.5,9.44827e+08,0.9506
letter,weka.MultiBoostAB,999.78,1.71707e+08,10474.3,9.55364e+08,0.9468
letter,weka.MultiBoostAB,923.57,1.72688e+08,9939.34,9.6618e+08,0.95035
letter,weka.MultiBoostAB,893.31,1.71264e+08,9573.9,9.349e+08,0.9488
letter,weka.MultiBoostAB,955.85,1.70942e+08,10472.2,9.50296e+08,0.94865
letter,weka.MultiBoostAB,926.43,1.71497e+08,10083.8,9.41881e+08,0.9506
letter,weka.MultiBoostAB,1385.66,1.70936e+08,15185.5,9.41055e+08,0.9481
letter,weka.MultiBoostAB,1252.58,1.70955e+08,14143.5,9.72464e+08,0.94855
letter,weka.MultiBoostAB,1377.2,1.71737e+08,14680.3,9.40124e+08,0.9511
letter,weka.MultiBoostAB,1161.64,1.71632e+08,12127.5,9.40847e+08,0.94925
letter,weka.MultiBoostAB,80.81,1.73157e+08,1636.32,9.66236e+08,0.8238
letter,weka.MultiBoostAB,79.49,1.73224e+08,1683,9.42503e+08,0.8242
letter,weka.MultiBoostAB,79.4,1.7319e+08,1612.35,9.64201e+08,0.82375
letter,weka.MultiBoostAB,87.85,1.73197e+08,1623.09,9.53752e+08,0.8242
letter,weka.MultiBoostAB,87.36,1.73179e+08,1828.24,9.58416e+08,0.82365
letter,weka.MultiBoostAB,81.95,1.73242e+08,1598.4,9.45161e+08,0.8241
letter,weka.MultiBoostAB,89.92,1.73094e+08,1554.26,9.69476e+08,0.8235
letter,weka.MultiBoostAB,84.99,1.73297e+08,1482.52,9.47373e+08,0.8239
letter,weka.MultiBoostAB,94.27,1.73175e+08,1766.49,9.51738e+08,0.82405
letter,weka.MultiBoostAB,79.09,1.73232e+08,1709.01,9.50526e+08,0.82315
letter,weka.MultiBoostAB,84.3,1.73243e+08,1754.08,9.45451e+08,0.82435
letter,weka.MultiBoostAB,89.1,1.73439e+08,1682.25,9.60139e+08,0.82275
letter,weka.MultiBoostAB,93.44,1.73204e+08,1740.73,9.6226e+08,0.824
letter,weka.MultiBoostAB,86.73,1.73269e+08,1688.5,9.63541e+08,0.82425
letter,weka.MultiBoostAB,96.01,1.73182e+08,1928.7,9.36958e+08,0.8241
letter,weka.MultiBoostAB,91.59,1.73218e+08,1608.68,9.476e+08,0.82485
letter,weka.MultiBoostAB,105.39,1.73178e+08,2204.02,9.45266e+08,0.8245
letter,weka.MultiBoostAB,93.05,1.73185e+08,1902.1,9.61308e+08,0.8246
letter,weka.MultiBoostAB,95.4,1.73148e+08,2017.97,9.63497e+08,0.82455
letter,weka.MultiBoostAB,96.13,1.73176e+08,1727.51,9.45624e+08,0.82455
letter,weka.MultiBoostAB,7141.69,9.72126e+07,72856.6,2.3464e+08,0.87215
letter,weka.MultiBoostAB,6912.7,9.84414e+07,72524.5,2.38721e+08,0.8722
letter,weka.MultiBoostAB,7190.13,1.00505e+08,70778.6,2.36997e+08,0.8754
letter,weka.MultiBoostAB,6523.45,9.71821e+07,65880.3,2.35287e+08,0.87195
letter,weka.MultiBoostAB,6683.51,1.00781e+08,66956.7,2.35833e+08,0.87415
letter,weka.MultiBoostAB,7045.11,9.91637e+07,68343.8,2.37234e+08,0.8753
letter,weka.MultiBoostAB,7227.84,1.00296e+08,73571.1,2.38411e+08,0.87355
letter,weka.MultiBoostAB,6735.83,9.9822e+07,67613.9,2.34784e+08,0.87255
letter,weka.MultiBoostAB,8021.24,9.90324e+07,79137.3,2.37145e+08,0.8733
letter,weka.MultiBoostAB,7963.4,9.92049e+07,80915.7,2.3757e+08,0.87405
letter,weka.MultiBoostAB,6062.47,9.71838e+07,60735.7,2.36101e+08,0.87655
letter,weka.MultiBoostAB,6111.56,9.71951e+07,61230.8,2.35689e+08,0.87345
letter,weka.MultiBoostAB,7125.52,9.72041e+07,71556,2.38246e+08,0.8747
letter,weka.MultiBoostAB,6680.36,1.00735e+08,67475.9,2.36367e+08,0.8723
letter,weka.MultiBoostAB,6448.92,9.85021e+07,67297.4,2.35495e+08,0.87375
letter,weka.MultiBoostAB,7059.17,9.91472e+07,73692.8,2.40058e+08,0.8734
letter,weka.MultiBoostAB,6791.51,1.00463e+08,66532.7,2.34858e+08,0.87445
letter,weka.MultiBoostAB,6226.59,9.76894e+07,62299.6,2.34371e+08,0.8724
letter,weka.MultiBoostAB,6686.7,9.91866e+07,70216.1,2.42355e+08,0.87405
letter,weka.MultiBoostAB,2.43,4.46598e+07,16.8,1.61277e+08,0.0703
letter,weka.MultiBoostAB,1.95,4.45886e+07,16.99,1.61429e+08,0.0703
letter,weka.MultiBoostAB,1.76,4.46505e+07,14.41,1.61215e+08,0.0703
letter,weka.MultiBoostAB,1.91,4.46511e+07,15.46,1.61055e+08,0.0703
letter,weka.MultiBoostAB,2.23,4.46731e+07,17.08,1.55916e+08,0.0703
letter,weka.MultiBoostAB,1.98,4.46352e+07,16.87,1.61298e+08,0.0703
letter,weka.MultiBoostAB,1.8,4.46493e+07,15.1,1.55861e+08,0.0703
letter,weka.MultiBoostAB,1.98,4.46643e+07,14.82,1.55902e+08,0.0703
letter,weka.MultiBoostAB,1.68,4.46489e+07,14.06,1.56054e+08,0.0703
letter,weka.MultiBoostAB,2.02,4.47227e+07,14.67,1.56483e+08,0.0703
letter,weka.MultiBoostAB,1.75,4.46524e+07,14.59,1.61072e+08,0.0703
letter,weka.MultiBoostAB,1.7,4.46483e+07,14.11,1.55554e+08,0.0703
letter,weka.MultiBoostAB,1.8,4.46441e+07,15.12,1.56129e+08,0.0703
letter,weka.MultiBoostAB,2.02,4.464e+07,17.28,1.56035e+08,0.0703
letter,weka.MultiBoostAB,2.09,4.46506e+07,16.61,1.55612e+08,0.0703
letter,weka.MultiBoostAB,2.23,4.46666e+07,17.29,1.62289e+08,0.0703
letter,weka.MultiBoostAB,1.85,4.46517e+07,15.41,1.55525e+08,0.0703
letter,weka.MultiBoostAB,1.71,4.46513e+07,14.45,1.55718e+08,0.0703
letter,weka.MultiBoostAB,1.7,4.46493e+07,14.18,1.56351e+08,0.0703
letter,weka.MultiBoostAB,2.03,4.4652e+07,17.08,1.55769e+08,0.0703
letter,weka.MultiBoostAB,0.4,1.48689e+07,7.94,1.56956e+08,0.04065
letter,weka.MultiBoostAB,0.44,1.48548e+07,7.83,1.5692e+08,0.04065
letter,weka.MultiBoostAB,0.38,1.48663e+07,7.25,1.56941e+08,0.04065
letter,weka.MultiBoostAB,0.42,1.48643e+07,7.51,1.55992e+08,0.04065
letter,weka.MultiBoostAB,0.38,1.48716e+07,7.22,1.56839e+08,0.04065
letter,weka.MultiBoostAB,0.46,1.48614e+07,8.62,1.55899e+08,0.04065
letter,weka.MultiBoostAB,0.38,1.48611e+07,7.58,1.56965e+08,0.04065
letter,weka.MultiBoostAB,0.43,1.486e+07,7.86,1.56916e+08,0.04065
letter,weka.MultiBoostAB,0.46,1.48689e+07,8.07,1.55963e+08,0.04065
letter,weka.MultiBoostAB,0.4,1.48663e+07,8.21,1.56939e+08,0.04065
letter,weka.MultiBoostAB,0.45,1.4867e+07,8.13,1.56977e+08,0.04065
letter,weka.MultiBoostAB,0.48,1.48496e+07,7.81,1.56186e+08,0.04065
letter,weka.MultiBoostAB,0.41,1.48634e+07,7.72,1.56939e+08,0.04065
letter,weka.MultiBoostAB,0.41,1.49145e+07,8.29,1.5701e+08,0.04065
letter,weka.MultiBoostAB,0.42,1.48716e+07,8.26,1.56933e+08,0.04065
letter,weka.MultiBoostAB,0.52,1.44499e+07,7.41,1.5652e+08,0.04065
letter,weka.MultiBoostAB,0.4,1.48604e+07,7.54,1.55949e+08,0.04065
letter,weka.MultiBoostAB,0.46,1.48535e+07,8.38,1.55652e+08,0.04065
letter,weka.MultiBoostAB,0.39,1.48678e+07,7.83,1.56996e+08,0.04065
letter,weka.MultiBoostAB,0.45,1.48479e+07,7.7,1.56902e+08,0.04065
letter,weka.MultiBoostAB,73.94,1.71711e+08,761.77,4.21422e+08,0.9467
letter,weka.MultiBoostAB,86.8,1.70428e+08,890.37,4.15483e+08,0.9436
letter,weka.MultiBoostAB,90.59,1.71462e+08,896.21,4.20658e+08,0.9457
letter,weka.MultiBoostAB,83.43,1.701e+08,757.58,4.04208e+08,0.9449
letter,weka.MultiBoostAB,76.08,1.72899e+08,813.18,4.13783e+08,0.9437
letter,weka.MultiBoostAB,80.16,1.71724e+08,841.97,4.16728e+08,0.9444
letter,weka.MultiBoostAB,71.54,1.70685e+08,741.67,4.12737e+08,0.9457
letter,weka.MultiBoostAB,74.16,1.73001e+08,751.36,4.0897e+08,0.9444
letter,weka.MultiBoostAB,81.18,1.73103e+08,921.3,4.19017e+08,0.94505
letter,weka.MultiBoostAB,71.84,1.73978e+08,749.04,3.98991e+08,0.9461
letter,weka.MultiBoostAB,80.27,1.72884e+08,943.05,4.13409e+08,0.94485
letter,weka.MultiBoostAB,82.89,1.69348e+08,855.2,4.09246e+08,0.9448
letter,weka.MultiBoostAB,71.6,1.75533e+08,746.92,3.99679e+08,0.94535
letter,weka.MultiBoostAB,96.83,1.71568e+08,993.3,4.22224e+08,0.94605
letter,weka.MultiBoostAB,75.49,1.73487e+08,769.31,4.04353e+08,0.94585
letter,weka.MultiBoostAB,76.57,1.74631e+08,772.37,4.20617e+08,0.9452
letter,weka.MultiBoostAB,71.17,1.72937e+08,719.78,4.10556e+08,0.9463
letter,weka.MultiBoostAB,97.03,1.74508e+08,975.22,4.03669e+08,0.94655
letter,weka.MultiBoostAB,90,1.72873e+08,923.8,4.16696e+08,0.9445
letter,weka.MultiBoostAB,75.77,1.70549e+08,732.47,4.07412e+08,0.9438
letter,weka.MultiBoostAB,850.07,1.57982e+08,8060.9,9.45084e+08,0.94925
letter,weka.MultiBoostAB,961.96,1.57787e+08,10660.1,9.32263e+08,0.948
letter,weka.MultiBoostAB,1070.76,1.57912e+08,11536.1,9.42884e+08,0.94855
letter,weka.MultiBoostAB,950.31,1.56033e+08,9694.68,9.6716e+08,0.94955
letter,weka.MultiBoostAB,979.95,1.55954e+08,9347.2,9.42641e+08,0.9475
letter,weka.MultiBoostAB,1215.64,1.57375e+08,11276.2,9.53939e+08,0.95115
letter,weka.MultiBoostAB,986.57,1.56662e+08,9380.41,9.57752e+08,0.9489
letter,weka.MultiBoostAB,1025.75,1.56837e+08,9650.87,9.61674e+08,0.94935
letter,weka.MultiBoostAB,1209.64,1.56086e+08,12484,9.68594e+08,0.9482
letter,weka.MultiBoostAB,1274.1,1.57317e+08,12049.8,9.64025e+08,0.94775
letter,weka.MultiBoostAB,1008.13,1.57237e+08,9518.61,9.47051e+08,0.9509
letter,weka.MultiBoostAB,1435.26,1.56389e+08,12967.6,9.54557e+08,0.9482
letter,weka.MultiBoostAB,924.91,1.57215e+08,9638,9.65735e+08,0.9484
letter,weka.MultiBoostAB,1318.81,1.56887e+08,12446.7,9.49836e+08,0.9476
letter,weka.MultiBoostAB,913.35,1.5743e+08,9349.25,9.52192e+08,0.95005
letter,weka.MultiBoostAB,1120.09,1.56896e+08,10984.1,9.65082e+08,0.9483
letter,weka.MultiBoostAB,1014.08,1.56999e+08,10647.9,9.40549e+08,0.94735
letter,weka.MultiBoostAB,908.56,1.55824e+08,9441.3,9.52437e+08,0.94775
letter,weka.MultiBoostAB,998.79,1.56673e+08,10784.6,9.4429e+08,0.9488
letter,weka.MultiBoostAB,919.72,1.57116e+08,8915.33,9.55933e+08,0.9469
letter,weka.MultiBoostAB,3106.44,3.80213e+08,54375.4,4.85056e+08,0.77145
letter,weka.MultiBoostAB,5026.14,3.75388e+08,80898.1,4.45349e+08,0.77285
letter,weka.MultiBoostAB,4744.54,3.61611e+08,84387.5,4.03638e+08,0.7733
letter,weka.MultiBoostAB,3288.45,3.83517e+08,60822.3,5.00514e+08,0.773
letter,weka.MultiBoostAB,4723.34,3.74964e+08,66881.4,4.99822e+08,0.7723
letter,weka.MultiBoostAB,4123.95,3.88343e+08,67909.5,5.02002e+08,0.7735
letter,weka.MultiBoostAB,4343.2,3.89541e+08,80531.6,4.22049e+08,0.7727
letter,weka.MultiBoostAB,3064.57,3.85834e+08,56067.6,4.99195e+08,0.7724
letter,weka.MultiBoostAB,4139.97,3.8043e+08,58221.6,5.09142e+08,0.77195
letter,weka.MultiBoostAB,3958.1,3.96962e+08,66303.8,5.18932e+08,0.7723
letter,weka.MultiBoostAB,4183.31,3.85884e+08,56737.3,4.93507e+08,0.772
letter,weka.MultiBoostAB,4284.05,3.80444e+08,79557,4.4392e+08,0.7733
letter,weka.MultiBoostAB,5013.23,4.00264e+08,71578.4,4.38794e+08,0.77235
letter,weka.MultiBoostAB,4334.35,3.80152e+08,68235.1,4.96907e+08,0.77255
letter,weka.MultiBoostAB,4517.19,3.91338e+08,83549.8,5.30031e+08,0.7744
letter,weka.MultiBoostAB,3839.84,3.88624e+08,67866.9,5.01732e+08,0.77275
letter,weka.MultiBoostAB,3927.03,3.93263e+08,64349.6,4.77891e+08,0.7723
letter,weka.MultiBoostAB,3843.48,3.71468e+08,76220.1,4.9321e+08,0.7727
letter,weka.MultiBoostAB,4300.31,3.99988e+08,59663.7,4.98856e+08,0.7728
letter,weka.MultiBoostAB,84.12,1.13131e+08,1006.56,2.67834e+08,0.64595
letter,weka.MultiBoostAB,77.44,1.13129e+08,975.71,2.68088e+08,0.64545
letter,weka.MultiBoostAB,80.03,1.13137e+08,992.88,2.67518e+08,0.6451
letter,weka.MultiBoostAB,76.58,1.13127e+08,922.12,2.67989e+08,0.64455
letter,weka.MultiBoostAB,78.07,1.1312e+08,949.11,2.688e+08,0.6448
letter,weka.MultiBoostAB,75.26,1.13127e+08,920.3,2.68449e+08,0.64505
letter,weka.MultiBoostAB,77.63,1.1314e+08,935.73,2.6739e+08,0.6452
letter,weka.MultiBoostAB,79.5,1.13134e+08,1041.86,2.68251e+08,0.6449
letter,weka.MultiBoostAB,98.24,1.13139e+08,1181.83,2.6746e+08,0.64645
letter,weka.MultiBoostAB,81.58,1.13131e+08,987.54,2.67306e+08,0.64475
letter,weka.MultiBoostAB,76.5,1.13691e+08,926.99,2.69001e+08,0.643
letter,weka.MultiBoostAB,79.04,1.13685e+08,952.38,2.68157e+08,0.6453
letter,weka.MultiBoostAB,88.22,1.13137e+08,1033.2,2.68527e+08,0.6448
letter,weka.MultiBoostAB,82.29,1.13115e+08,979.31,2.69077e+08,0.6456
letter,weka.MultiBoostAB,77.06,1.1313e+08,934.8,2.67211e+08,0.6455
letter,weka.MultiBoostAB,73.92,1.13125e+08,968.91,2.68364e+08,0.6461
letter,weka.MultiBoostAB,77.64,1.13128e+08,942.21,2.68552e+08,0.6436
letter,weka.MultiBoostAB,83.69,1.13122e+08,1009.83,2.6891e+08,0.646
letter,weka.MultiBoostAB,86.84,1.13109e+08,1073.93,2.6795e+08,0.64305
letter,weka.MultiBoostAB,76.97,1.13154e+08,932.29,2.69299e+08,0.64415
letter,weka.MultiBoostAB,99.46,1.13141e+08,1220.44,2.70549e+08,0.64595
letter,weka.MultiBoostAB,87.03,1.13145e+08,1026.07,2.69313e+08,0.64545
letter,weka.MultiBoostAB,72.72,1.1313e+08,970.79,2.67447e+08,0.6451
letter,weka.MultiBoostAB,75.42,1.13209e+08,910.27,2.68706e+08,0.64455
letter,weka.MultiBoostAB,72.77,1.13121e+08,887.16,2.67604e+08,0.6448
letter,weka.MultiBoostAB,74.8,1.1313e+08,906.32,2.67693e+08,0.64505
letter,weka.MultiBoostAB,77.52,1.13122e+08,1007.09,2.68366e+08,0.6452
letter,weka.MultiBoostAB,80.41,1.13141e+08,1043.91,2.68409e+08,0.6449
letter,weka.MultiBoostAB,79.73,1.13141e+08,980.75,2.68205e+08,0.64645
letter,weka.MultiBoostAB,101.69,1.13131e+08,1244.51,2.69541e+08,0.64475
letter,weka.MultiBoostAB,76.56,1.13121e+08,930.51,2.68182e+08,0.6453
letter,weka.MultiBoostAB,88.83,1.13144e+08,1039.6,2.69286e+08,0.6448
letter,weka.MultiBoostAB,78.9,1.13142e+08,959.21,2.69035e+08,0.6456
letter,weka.MultiBoostAB,82.34,1.13135e+08,1079.08,2.67999e+08,0.6455
letter,weka.MultiBoostAB,90.63,1.13144e+08,946.21,2.68604e+08,0.6461
letter,weka.MultiBoostAB,83.12,1.13163e+08,962.78,2.69954e+08,0.6436
letter,weka.MultiBoostAB,76.71,1.13703e+08,1020.5,2.69251e+08,0.646
letter,weka.MultiBoostAB,79.34,1.1314e+08,1001.57,2.69177e+08,0.64305
letter,weka.MultiBoostAB,75.63,1.13111e+08,926.56,2.68271e+08,0.64415
letter,weka.MultiBoostAB,0.83,1.58738e+07,9.48,1.56483e+08,0.233
letter,weka.MultiBoostAB,0.59,1.58201e+07,9.06,1.5654e+08,0.2327
letter,weka.MultiBoostAB,0.7,1.58189e+07,9.23,1.57769e+08,0.2359
letter,weka.MultiBoostAB,0.67,1.58144e+07,9.87,1.57069e+08,0.23295
letter,weka.MultiBoostAB,0.62,1.58261e+07,8.79,1.57082e+08,0.2327
letter,weka.MultiBoostAB,0.86,1.588e+07,11.33,1.56729e+08,0.22975
letter,weka.MultiBoostAB,0.59,1.58183e+07,8.88,1.56974e+08,0.2306
letter,weka.MultiBoostAB,0.61,1.58224e+07,8.81,1.57508e+08,0.23155
letter,weka.MultiBoostAB,0.64,1.58227e+07,9.16,1.57746e+08,0.2288
letter,weka.MultiBoostAB,0.91,1.58767e+07,11.72,1.57802e+08,0.22905
letter,weka.MultiBoostAB,0.73,1.58939e+07,9.54,1.5641e+08,0.23145
letter,weka.MultiBoostAB,0.59,1.58198e+07,9.03,1.56796e+08,0.2322
letter,weka.MultiBoostAB,0.64,1.58233e+07,9.77,1.55805e+08,0.2313
letter,weka.MultiBoostAB,0.63,1.58223e+07,9.07,1.5711e+08,0.23235
letter,weka.MultiBoostAB,0.61,1.5819e+07,9.23,1.57687e+08,0.2358
letter,weka.MultiBoostAB,0.64,1.5818e+07,9.25,1.57739e+08,0.23315
letter,weka.MultiBoostAB,1.1,1.58296e+07,14.25,1.5726e+08,0.23275
letter,weka.MultiBoostAB,0.72,1.58189e+07,9.82,1.56937e+08,0.2346
letter,weka.MultiBoostAB,0.65,1.58239e+07,9.34,1.57699e+08,0.23315
letter,weka.MultiBoostAB,0.75,1.58261e+07,9.38,1.57773e+08,0.22915
letter,weka.MultiBoostAB,15.72,1.39948e+08,148.3,3.42858e+08,0.90885
letter,weka.MultiBoostAB,15.79,1.33321e+08,149.33,3.52236e+08,0.9066
letter,weka.MultiBoostAB,16.58,1.35347e+08,143.85,3.42889e+08,0.909
letter,weka.MultiBoostAB,19.68,1.33798e+08,176.68,3.41094e+08,0.90915
letter,weka.MultiBoostAB,15.38,1.27148e+08,142.9,3.4133e+08,0.911
letter,weka.MultiBoostAB,14.83,1.38726e+08,135.9,3.39728e+08,0.909
letter,weka.MultiBoostAB,14.39,1.3745e+08,132.99,3.42452e+08,0.90845
letter,weka.MultiBoostAB,13.46,1.33709e+08,124.69,3.38498e+08,0.9082
letter,weka.MultiBoostAB,13.07,1.28043e+08,130.54,3.4278e+08,0.9089
letter,weka.MultiBoostAB,13.16,1.38911e+08,123.24,3.43708e+08,0.91085
letter,weka.MultiBoostAB,14.57,1.35066e+08,144.75,3.4167e+08,0.9074
letter,weka.MultiBoostAB,14.93,1.37125e+08,146.1,3.41323e+08,0.91195
letter,weka.MultiBoostAB,15.15,1.38237e+08,140.06,3.39655e+08,0.90975
letter,weka.MultiBoostAB,14.39,1.38041e+08,147.57,3.42046e+08,0.9098
letter,weka.MultiBoostAB,13.1,1.40135e+08,123.89,3.41973e+08,0.90785
letter,weka.MultiBoostAB,15.58,1.36867e+08,146.02,3.44438e+08,0.9123
letter,weka.MultiBoostAB,14.25,1.37322e+08,133.54,3.43229e+08,0.9096
letter,weka.MultiBoostAB,14.05,1.37024e+08,131.4,3.55029e+08,0.90855
letter,weka.MultiBoostAB,14.73,1.37472e+08,142.49,3.39413e+08,0.9111
letter,weka.MultiBoostAB,612.09,2.34645e+07,7503.41,1.6175e+08,0.9606
letter,weka.MultiBoostAB,473.08,2.35398e+07,6114.78,1.62949e+08,0.9606
letter,weka.MultiBoostAB,591.68,2.34702e+07,7160.23,1.67104e+08,0.9606
letter,weka.MultiBoostAB,528.7,2.34681e+07,6303.46,1.67083e+08,0.9606
letter,weka.MultiBoostAB,633.36,2.3479e+07,7549.17,1.67144e+08,0.9606
letter,weka.MultiBoostAB,600.28,2.34663e+07,7265.82,1.62886e+08,0.9606
letter,weka.MultiBoostAB,623.71,2.34696e+07,7278.12,1.67115e+08,0.9606
letter,weka.MultiBoostAB,618.44,2.34554e+07,7440.95,1.6173e+08,0.9606
letter,weka.MultiBoostAB,595.51,2.3468e+07,7207.78,1.62814e+08,0.9606
letter,weka.MultiBoostAB,581.9,2.34699e+07,7187.63,1.67112e+08,0.9606
letter,weka.MultiBoostAB,570.5,2.35508e+07,6903.78,1.61837e+08,0.9606
letter,weka.MultiBoostAB,594.64,2.35514e+07,7130.41,1.61833e+08,0.9606
letter,weka.MultiBoostAB,379.71,2.34602e+07,4525.74,1.66042e+08,0.9606
letter,weka.MultiBoostAB,627.83,2.34545e+07,7420.15,1.62836e+08,0.9606
letter,weka.MultiBoostAB,611.29,2.34822e+07,7428.44,1.62812e+08,0.9606
letter,weka.MultiBoostAB,585.86,2.34603e+07,7196.33,1.62896e+08,0.9606
letter,weka.MultiBoostAB,573.96,2.34646e+07,6879.4,1.61712e+08,0.9606
letter,weka.MultiBoostAB,660.02,2.34582e+07,7985.15,1.67187e+08,0.9606
letter,weka.MultiBoostAB,28.31,9.60476e+07,294.5,1.77264e+08,0.649
letter,weka.MultiBoostAB,22.08,9.58419e+07,251.36,1.80605e+08,0.64405
letter,weka.MultiBoostAB,23.4,9.60422e+07,247.97,1.75611e+08,0.64735
letter,weka.MultiBoostAB,25.21,9.59137e+07,277.19,1.7801e+08,0.6462
letter,weka.MultiBoostAB,23.75,9.59129e+07,275.31,1.82503e+08,0.6462
letter,weka.MultiBoostAB,24.36,9.59042e+07,272.85,1.79674e+08,0.6475
letter,weka.MultiBoostAB,24.06,9.59122e+07,280.03,1.81296e+08,0.64695
letter,weka.MultiBoostAB,25.68,9.58451e+07,279.4,1.77233e+08,0.64415
letter,weka.MultiBoostAB,28.19,9.60429e+07,309.19,1.77788e+08,0.64605
letter,weka.MultiBoostAB,26.82,9.59114e+07,299.22,1.81602e+08,0.64945
letter,weka.MultiBoostAB,27.67,9.59126e+07,310.82,1.7733e+08,0.64625
letter,weka.MultiBoostAB,26.23,9.59275e+07,278.07,1.77575e+08,0.64585
letter,weka.MultiBoostAB,26.61,9.60577e+07,294.52,1.77859e+08,0.6464
letter,weka.MultiBoostAB,26.27,9.59123e+07,291.51,1.82111e+08,0.64765
letter,weka.MultiBoostAB,27.82,9.58443e+07,298.02,1.76501e+08,0.6474
letter,weka.MultiBoostAB,34.29,9.59367e+07,367.56,1.78824e+08,0.6463
letter,weka.MultiBoostAB,26.47,9.58668e+07,309.51,1.80025e+08,0.6465
letter,weka.MultiBoostAB,23.78,9.59115e+07,248.89,1.78723e+08,0.64655
letter,weka.MultiBoostAB,26.13,9.59111e+07,291.28,1.79355e+08,0.64555
letter,weka.MultiBoostAB,4984.83,7.37504e+07,55539.1,2.80265e+08,0.95855
letter,weka.MultiBoostAB,7299.34,7.41755e+07,78905.5,2.62735e+08,0.95875
letter,weka.MultiBoostAB,8932.26,7.36412e+07,86116.8,2.86989e+08,0.9586
letter,weka.MultiBoostAB,7090.52,7.42214e+07,81891,2.75969e+08,0.9583
letter,weka.MultiBoostAB,7979.77,7.51663e+07,83103.1,2.5939e+08,0.95835
